,Id,Pred,Season,team0,team1,wins0,wins1,avg_fgm0,avg_fgm1,std_fgm0,std_fgm1,avg_fga0,avg_fga1,std_fga0,std_fga1,avg_fgm30,avg_fgm31,std_fgm30,std_fgm31,avg_fga30,avg_fga31,std_fga30,std_fga31,avg_ftm0,avg_ftm1,std_ftm0,std_ftm1,avg_fta0,avg_fta1,std_fta0,std_fta1,avg_or0,avg_or1,std_or0,std_or1,avg_dr0,avg_dr1,std_dr0,std_dr1,avg_ast0,avg_ast1,std_ast0,std_ast1,avg_to0,avg_to1,std_to0,std_to1,avg_stl0,avg_stl1,std_stl0,std_stl1,avg_blk0,avg_blk1,std_blk0,std_blk1,avg_pf0,avg_pf1,std_pf0,std_pf1,ftr0,ftr1,efg0,efg1,to_p0,to_p1,orp0,orp1
49,2012_1104_1379,0.5,2012,1104,1379,21,23,23.62,23.71,3.63,3.75,52.31,57.9,6.86,6.06,4.03,6.16,1.86,2.53,14.16,17.35,4.33,4.22,13.66,17.16,5.82,6.62,19.09,23.29,7.28,7.57,10.81,13.71,4.1,3.78,24.38,22.45,3.4,4.54,12.28,10.74,2.64,3.44,12.94,10.81,2.94,3.05,7.31,5.87,3.51,2.28,4.16,2.94,2.68,2.08,18.41,19.19,4.01,3.66,0.38,0.41,0.49,0.46,0.38,0.27,0.33,0.37
50,2012_1104_1382,0.5,2012,1104,1382,21,20,23.62,24.1,3.63,3.73,52.31,52.58,6.86,7.49,4.03,5.39,1.86,2.17,14.16,15.81,4.33,3.81,13.66,17.1,5.82,6.63,19.09,22.48,7.28,8.07,10.81,11.39,4.1,4.14,24.38,24.29,3.4,3.69,12.28,13.81,2.64,3.81,12.94,14.19,2.94,3.59,7.31,5.71,3.51,2.52,4.16,4.19,2.68,2.24,18.41,18.58,4.01,3.04,0.38,0.44,0.49,0.51,0.38,0.43,0.33,0.36
51,2012_1104_1387,0.5,2012,1104,1387,21,24,23.62,24.26,3.63,2.93,52.31,53.45,6.86,6.05,4.03,7.16,1.86,2.28,14.16,19.42,4.33,3.87,13.66,13.42,5.82,5.23,19.09,18.77,7.28,6.23,10.81,10.23,4.1,3.37,24.38,22.52,3.4,3.99,12.28,14.0,2.64,2.63,12.94,11.29,2.94,3.37,7.31,6.97,3.51,2.46,4.16,3.03,2.68,2.29,18.41,16.97,4.01,4.45,0.38,0.36,0.49,0.53,0.38,0.31,0.33,0.32
52,2012_1104_1388,0.5,2012,1104,1388,21,25,23.62,25.47,3.63,4.01,52.31,54.27,6.86,6.93,4.03,7.2,1.86,2.89,14.16,20.9,4.33,5.6,13.66,15.67,5.82,6.4,19.09,21.5,7.28,9.24,10.81,11.43,4.1,3.45,24.38,24.77,3.4,5.65,12.28,15.4,2.64,4.87,12.94,11.73,2.94,4.25,7.31,6.8,3.51,3.16,4.16,2.93,2.68,1.76,18.41,15.93,4.01,3.33,0.38,0.41,0.49,0.54,0.38,0.33,0.33,0.36
53,2012_1104_1393,0.5,2012,1104,1393,21,31,23.62,27.58,3.63,5.66,52.31,59.21,6.86,7.24,4.03,6.39,1.86,3.16,14.16,18.52,4.33,5.23,13.66,13.03,5.82,4.23,19.09,18.85,7.28,5.24,10.81,12.73,4.1,4.2,24.38,22.61,3.4,3.87,12.28,15.82,2.64,3.84,12.94,10.55,2.94,3.55,7.31,9.61,3.51,3.63,4.16,7.09,2.68,2.91,18.41,15.12,4.01,3.34,0.38,0.33,0.49,0.52,0.38,0.26,0.33,0.36
54,2012_1104_1396,0.5,2012,1104,1396,21,24,23.62,27.29,3.63,2.4,52.31,57.87,6.86,6.17,4.03,7.29,1.86,2.38,14.16,18.13,4.33,4.82,13.66,14.16,5.82,6.13,19.09,19.71,7.28,7.77,10.81,10.52,4.1,4.43,24.38,24.52,3.4,3.84,12.28,15.61,2.64,3.48,12.94,12.52,2.94,3.7,7.31,7.23,3.51,2.42,4.16,4.16,2.68,2.1,18.41,17.68,4.01,4.47,0.38,0.34,0.49,0.54,0.38,0.32,0.33,0.31
55,2012_1104_1400,0.5,2012,1104,1400,21,20,23.62,24.73,3.63,4.25,52.31,56.67,6.86,7.44,4.03,5.76,1.86,2.44,14.16,17.61,4.33,4.78,13.66,17.85,5.82,7.04,19.09,24.42,7.28,8.95,10.81,13.42,4.1,3.71,24.38,22.76,3.4,4.27,12.28,12.36,2.64,3.8,12.94,12.58,2.94,3.55,7.31,6.82,3.51,2.17,4.16,3.64,2.68,2.3,18.41,19.52,4.01,6.15,0.38,0.45,0.49,0.49,0.38,0.32,0.33,0.39
56,2012_1104_1421,0.5,2012,1104,1421,21,21,23.62,25.77,3.63,4.31,52.31,55.0,6.86,6.53,4.03,6.4,1.86,3.07,14.16,18.4,4.33,5.49,13.66,20.6,5.82,7.58,19.09,26.7,7.28,9.05,10.81,10.6,4.1,3.86,24.38,22.73,3.4,4.23,12.28,15.3,2.64,5.05,12.94,13.5,2.94,3.8,7.31,8.07,3.51,2.52,4.16,2.23,2.68,1.55,18.41,17.93,4.01,4.04,0.38,0.5,0.49,0.53,0.38,0.35,0.33,0.33
57,2012_1104_1424,0.5,2012,1104,1424,21,24,23.62,26.72,3.63,6.62,52.31,58.0,6.86,8.82,4.03,8.31,1.86,3.49,14.16,22.31,4.33,5.88,13.66,14.19,5.82,4.48,19.09,20.75,7.28,5.09,10.81,11.31,4.1,3.97,24.38,26.25,3.4,5.66,12.28,17.56,2.64,6.98,12.94,13.72,2.94,3.77,7.31,8.12,3.51,3.89,4.16,4.88,2.68,2.69,18.41,17.38,4.01,4.13,0.38,0.37,0.49,0.53,0.38,0.36,0.33,0.32
58,2012_1104_1433,0.5,2012,1104,1433,21,28,23.62,23.21,3.63,3.72,52.31,56.59,6.86,5.39,4.03,7.41,1.86,2.19,14.16,21.97,4.33,3.88,13.66,14.56,5.82,5.71,19.09,21.12,7.28,7.63,10.81,12.38,4.1,4.01,24.38,21.29,3.4,4.13,12.28,12.24,2.64,3.6,12.94,11.38,2.94,3.07,7.31,10.62,3.51,3.85,4.16,3.71,2.68,1.75,18.41,18.15,4.01,3.42,0.38,0.38,0.49,0.48,0.38,0.3,0.33,0.34
59,2012_1104_1435,0.5,2012,1104,1435,21,24,23.62,24.71,3.63,4.91,52.31,53.79,6.86,8.16,4.03,8.65,1.86,2.83,14.16,22.21,4.33,4.48,13.66,14.85,5.82,6.84,19.09,21.29,7.28,8.88,10.81,10.41,4.1,3.06,24.38,24.12,3.4,4.32,12.28,12.85,2.64,3.56,12.94,13.18,2.94,4.35,7.31,5.94,3.51,2.84,4.16,4.0,2.68,2.39,18.41,16.03,4.01,4.12,0.38,0.41,0.49,0.54,0.38,0.39,0.33,0.32
60,2012_1104_1436,0.5,2012,1104,1436,21,23,23.62,23.47,3.63,4.49,52.31,52.97,6.86,5.49,4.03,5.41,1.86,2.41,14.16,15.65,4.33,4.25,13.66,14.88,5.82,7.01,19.09,20.06,7.28,8.13,10.81,11.06,4.1,3.81,24.38,24.29,3.4,4.66,12.28,13.26,2.64,4.31,12.94,12.35,2.94,3.64,7.31,6.24,3.51,2.66,4.16,2.38,2.68,1.76,18.41,17.32,4.01,3.62,0.38,0.38,0.49,0.49,0.38,0.36,0.33,0.34
61,2012_1104_1438,0.5,2012,1104,1438,21,22,23.62,22.68,3.63,4.17,52.31,49.32,6.86,6.62,4.03,4.9,1.86,2.06,14.16,14.55,4.33,4.37,13.66,12.81,5.82,6.65,19.09,17.68,7.28,9.21,10.81,8.1,4.1,3.19,24.38,24.39,3.4,4.9,12.28,12.32,2.64,4.03,12.94,11.42,2.94,3.75,7.31,6.52,3.51,2.87,4.16,2.81,2.68,1.99,18.41,15.84,4.01,2.62,0.38,0.37,0.49,0.51,0.38,0.35,0.33,0.28
62,2012_1104_1443,0.5,2012,1104,1443,21,15,23.62,21.97,3.63,3.27,52.31,55.36,6.86,9.4,4.03,5.67,1.86,2.22,14.16,18.39,4.33,5.8,13.66,15.45,5.82,5.73,19.09,22.3,7.28,8.12,10.81,12.52,4.1,4.18,24.38,23.39,3.4,4.44,12.28,11.06,2.64,2.36,12.94,15.03,2.94,3.94,7.31,5.52,3.51,2.14,4.16,4.09,2.68,1.88,18.41,19.82,4.01,4.82,0.38,0.42,0.49,0.46,0.38,0.47,0.33,0.33
63,2012_1104_1452,0.5,2012,1104,1452,21,19,23.62,25.69,3.63,4.82,52.31,58.28,6.86,7.14,4.03,5.34,1.86,2.36,14.16,17.69,4.33,4.4,13.66,14.91,5.82,5.72,19.09,22.22,7.28,8.72,10.81,15.0,4.1,4.66,24.38,23.38,3.4,4.82,12.28,14.59,2.64,4.06,12.94,12.88,2.94,4.18,7.31,6.5,3.51,2.94,4.16,2.56,2.68,1.79,18.41,16.81,4.01,3.9,0.38,0.39,0.49,0.49,0.38,0.35,0.33,0.41
64,2012_1104_1455,0.5,2012,1104,1455,21,26,23.62,27.39,3.63,4.36,52.31,57.03,6.86,7.83,4.03,7.0,1.86,2.83,14.16,18.9,4.33,5.76,13.66,15.13,5.82,5.85,19.09,20.1,7.28,7.45,10.81,10.9,4.1,4.34,24.38,26.97,3.4,3.76,12.28,14.55,2.64,4.06,12.94,12.1,2.94,3.25,7.31,6.0,3.51,2.67,4.16,3.97,2.68,2.34,18.41,17.03,4.01,4.12,0.38,0.36,0.49,0.55,0.38,0.3,0.33,0.33
65,2012_1104_1458,0.5,2012,1104,1458,21,24,23.62,22.12,3.63,4.74,52.31,52.21,6.86,6.51,4.03,7.61,1.86,3.39,14.16,21.09,4.33,4.66,13.66,12.03,5.82,6.87,19.09,16.24,7.28,8.88,10.81,9.7,4.1,2.94,24.38,24.09,3.4,4.7,12.28,11.67,2.64,4.44,12.94,8.97,2.94,2.53,7.31,5.21,3.51,2.74,4.16,3.48,2.68,2.05,18.41,14.21,4.01,3.71,0.38,0.33,0.49,0.5,0.38,0.24,0.33,0.3
66,2012_1104_1462,0.5,2012,1104,1462,21,21,23.62,25.12,3.63,3.68,52.31,55.48,6.86,6.4,4.03,4.88,1.86,2.45,14.16,13.97,4.33,3.7,13.66,15.67,5.82,6.47,19.09,22.64,7.28,7.87,10.81,10.85,4.1,4.05,24.38,25.58,3.4,4.18,12.28,13.39,2.64,4.08,12.94,12.73,2.94,3.61,7.31,6.09,3.51,2.43,4.16,3.76,2.68,2.42,18.41,18.85,4.01,3.73,0.38,0.42,0.49,0.5,0.38,0.34,0.33,0.31
67,2012_1124_1125,0.5,2012,1124,1125,26,26,26.09,27.91,4.59,4.93,56.0,58.0,5.36,7.13,6.73,8.82,2.91,3.14,17.85,23.12,4.41,6.44,15.36,16.76,6.71,6.75,20.42,22.73,7.82,8.15,12.12,11.52,3.3,3.13,23.91,24.79,4.8,3.64,14.73,17.33,4.74,5.41,13.85,12.21,3.68,4.42,7.64,7.36,2.89,2.83,4.64,2.24,2.98,1.68,17.64,18.27,4.3,4.01,0.37,0.4,0.53,0.56,0.39,0.3,0.38,0.35
68,2012_1124_1140,0.5,2012,1124,1140,26,23,26.09,27.97,4.59,5.22,56.0,60.03,5.36,8.16,6.73,6.81,2.91,3.74,17.85,19.55,4.41,5.88,15.36,15.61,6.71,7.21,20.42,22.03,7.82,9.43,12.12,10.81,3.3,4.35,23.91,27.1,4.8,6.02,14.73,17.03,4.74,5.4,13.85,12.9,3.68,2.84,7.64,8.32,2.89,3.44,4.64,4.19,2.98,1.72,17.64,18.45,4.3,4.44,0.37,0.38,0.53,0.52,0.39,0.3,0.38,0.3
69,2012_1124_1143,0.5,2012,1124,1143,26,24,26.09,26.42,4.59,4.51,56.0,55.15,5.36,5.3,6.73,4.64,2.91,2.46,17.85,12.61,4.41,3.68,15.36,14.18,6.71,4.08,20.42,19.0,7.82,5.4,12.12,9.97,3.3,3.2,23.91,24.91,4.8,5.6,14.73,16.06,4.74,4.39,13.85,12.24,3.68,3.21,7.64,4.79,2.89,1.67,4.64,3.15,2.98,1.39,17.64,14.39,4.3,3.69,0.37,0.35,0.53,0.52,0.39,0.32,0.38,0.32
70,2012_1124_1153,0.5,2012,1124,1153,26,24,26.09,25.06,4.59,5.14,56.0,59.68,5.36,7.24,6.73,7.15,2.91,3.7,17.85,20.85,4.41,6.36,15.36,11.24,6.71,5.27,20.42,17.53,7.82,6.68,12.12,13.5,3.3,3.73,23.91,22.71,4.8,4.91,14.73,12.97,4.74,4.03,13.85,10.59,3.68,3.76,7.64,8.12,2.89,3.01,4.64,4.59,2.98,2.74,17.64,15.15,4.3,3.21,0.37,0.3,0.53,0.48,0.39,0.28,0.38,0.36
71,2012_1124_1160,0.5,2012,1124,1160,26,21,26.09,22.72,4.59,3.94,56.0,51.69,5.36,5.43,6.73,5.56,2.91,2.45,17.85,16.31,4.41,4.19,15.36,15.28,6.71,5.37,20.42,22.25,7.82,6.35,12.12,9.56,3.3,2.9,23.91,25.25,4.8,5.61,14.73,11.38,4.74,3.43,13.85,12.56,3.68,3.97,7.64,5.88,2.89,2.61,4.64,3.25,2.98,1.65,17.64,17.09,4.3,4.22,0.37,0.44,0.53,0.49,0.39,0.35,0.38,0.29
72,2012_1124_1161,0.5,2012,1124,1161,26,20,26.09,24.13,4.59,4.3,56.0,50.74,5.36,7.11,6.73,6.0,2.91,2.93,17.85,14.81,4.41,4.76,15.36,16.77,6.71,7.1,20.42,21.81,7.82,8.9,12.12,8.19,3.3,3.08,23.91,23.13,4.8,5.12,14.73,12.32,4.74,4.62,13.85,12.45,3.68,3.38,7.64,5.35,2.89,2.37,4.64,1.9,2.98,1.42,17.64,18.84,4.3,3.02,0.37,0.45,0.53,0.54,0.39,0.34,0.38,0.28
73,2012_1124_1163,0.5,2012,1124,1163,26,20,26.09,25.36,4.59,4.2,56.0,55.88,5.36,6.85,6.73,5.39,2.91,2.38,17.85,16.3,4.41,4.42,15.36,12.73,6.71,4.86,20.42,19.24,7.82,6.22,12.12,12.33,3.3,5.44,23.91,25.52,4.8,4.21,14.73,13.61,4.74,4.72,13.85,12.55,3.68,3.63,7.64,5.82,2.89,2.51,4.64,6.91,2.98,2.69,17.64,14.39,4.3,3.33,0.37,0.35,0.53,0.51,0.39,0.35,0.38,0.36
74,2012_1124_1166,0.5,2012,1124,1166,26,28,26.09,28.03,4.59,4.3,56.0,55.06,5.36,6.51,6.73,8.18,2.91,3.29,17.85,19.27,4.41,5.68,15.36,15.79,6.71,5.44,20.42,21.58,7.82,6.8,12.12,9.52,3.3,4.13,23.91,26.64,4.8,4.86,14.73,17.91,4.74,5.89,13.85,12.27,3.68,3.5,7.64,4.79,2.89,2.78,4.64,2.3,2.98,1.65,17.64,17.06,4.3,3.45,0.37,0.4,0.53,0.59,0.39,0.32,0.38,0.31
75,2012_1124_1172,0.5,2012,1124,1172,26,24,26.09,26.48,4.59,3.89,56.0,59.13,5.36,5.64,6.73,7.74,2.91,3.4,17.85,22.74,4.41,6.44,15.36,16.65,6.71,6.56,20.42,21.71,7.82,7.77,12.12,12.29,3.3,3.16,23.91,26.23,4.8,5.02,14.73,13.55,4.74,4.11,13.85,11.9,3.68,3.88,7.64,5.42,2.89,1.86,4.64,3.45,2.98,2.0,17.64,20.45,4.3,4.19,0.37,0.38,0.53,0.51,0.39,0.29,0.38,0.35
76,2012_1124_1178,0.5,2012,1124,1178,26,20,26.09,24.3,4.59,4.3,56.0,54.67,5.36,6.06,6.73,4.45,2.91,2.56,17.85,15.06,4.41,3.72,15.36,17.82,6.71,5.19,20.42,24.06,7.82,6.88,12.12,11.73,3.3,3.92,23.91,21.58,4.8,3.64,14.73,12.58,4.74,3.35,13.85,12.76,3.68,3.56,7.64,7.3,2.89,2.82,4.64,4.48,2.98,1.92,17.64,19.27,4.3,3.25,0.37,0.45,0.53,0.49,0.39,0.34,0.38,0.35
77,2012_1124_1181,0.5,2012,1124,1181,26,27,26.09,25.76,4.59,4.12,56.0,56.27,5.36,6.41,6.73,8.12,2.91,2.86,17.85,21.61,4.41,4.94,15.36,17.88,6.71,6.09,20.42,25.48,7.82,8.09,12.12,11.91,3.3,3.57,23.91,24.67,4.8,4.76,14.73,12.45,4.74,3.71,13.85,12.18,3.68,3.56,7.64,6.24,2.89,2.42,4.64,4.03,2.98,2.48,17.64,18.18,4.3,3.43,0.37,0.46,0.53,0.53,0.39,0.3,0.38,0.34
78,2012_1124_1196,0.5,2012,1124,1196,26,23,26.09,26.42,4.59,4.96,56.0,57.36,5.36,7.95,6.73,9.94,2.91,2.62,17.85,25.48,4.41,3.78,15.36,13.48,6.71,6.55,20.42,18.94,7.82,8.87,12.12,11.45,3.3,5.11,23.91,23.7,4.8,4.88,14.73,15.0,4.74,4.76,13.85,10.91,3.68,4.03,7.64,6.48,2.89,3.01,4.64,3.27,2.98,1.79,17.64,15.85,4.3,3.68,0.37,0.34,0.53,0.55,0.39,0.28,0.38,0.33
79,2012_1124_1199,0.5,2012,1124,1199,26,24,26.09,25.27,4.59,3.77,56.0,55.15,5.36,5.98,6.73,6.15,2.91,2.46,17.85,17.42,4.41,4.68,15.36,13.64,6.71,6.52,20.42,19.39,7.82,7.48,12.12,11.67,3.3,3.97,23.91,25.03,4.8,4.28,14.73,12.21,4.74,3.52,13.85,16.27,3.68,3.65,7.64,7.61,2.89,3.37,4.64,5.94,2.98,3.2,17.64,18.76,4.3,3.82,0.37,0.35,0.53,0.52,0.39,0.5,0.38,0.35
80,2012_1124_1207,0.5,2012,1124,1207,26,22,26.09,24.23,4.59,5.22,56.0,52.87,5.36,8.16,6.73,5.47,2.91,2.26,17.85,15.93,4.41,4.33,15.36,14.5,6.71,5.66,20.42,20.83,7.82,7.75,12.12,11.3,3.3,4.67,23.91,25.03,4.8,4.91,14.73,13.5,4.74,3.95,13.85,12.6,3.68,2.93,7.64,6.23,2.89,2.21,4.64,4.87,2.98,2.56,17.64,17.83,4.3,3.41,0.37,0.41,0.53,0.51,0.39,0.36,0.38,0.35
81,2012_1124_1211,0.5,2012,1124,1211,26,25,26.09,24.94,4.59,4.03,56.0,52.71,5.36,7.02,6.73,6.39,2.91,2.76,17.85,17.0,4.41,4.95,15.36,17.71,6.71,7.16,20.42,24.77,7.82,9.07,12.12,10.97,3.3,3.38,23.91,26.16,4.8,4.65,14.73,13.74,4.74,3.62,13.85,13.35,3.68,4.15,7.64,6.81,2.89,3.44,4.64,3.29,2.98,1.72,17.64,15.16,4.3,3.45,0.37,0.49,0.53,0.54,0.39,0.38,0.38,0.35
82,2012_1124_1217,0.5,2012,1124,1217,26,25,26.09,22.03,4.59,4.2,56.0,47.45,5.36,6.76,6.73,5.79,2.91,2.38,17.85,16.31,4.41,5.48,15.36,15.21,6.71,5.75,20.42,20.28,7.82,7.24,12.12,8.55,3.3,3.09,23.91,24.38,4.8,4.48,14.73,12.9,4.74,2.73,13.85,12.52,3.68,3.43,7.64,5.86,2.89,2.92,4.64,4.41,2.98,2.28,17.64,15.17,4.3,3.2,0.37,0.45,0.53,0.53,0.39,0.4,0.38,0.31
83,2012_1124_1231,0.5,2012,1124,1231,26,25,26.09,25.97,4.59,4.65,56.0,53.3,5.36,6.07,6.73,6.39,2.91,3.06,17.85,14.76,4.41,4.93,15.36,18.94,6.71,7.77,20.42,24.85,7.82,9.37,12.12,10.79,3.3,3.71,23.91,24.12,4.8,4.8,14.73,13.42,4.74,5.45,13.85,12.76,3.68,2.92,7.64,6.42,2.89,3.6,4.64,3.36,2.98,2.04,17.64,17.58,4.3,3.63,0.37,0.48,0.53,0.55,0.39,0.33,0.38,0.35
84,2012_1124_1233,0.5,2012,1124,1233,26,25,26.09,30.94,4.59,5.17,56.0,61.34,5.36,8.88,6.73,7.75,2.91,3.92,17.85,19.72,4.41,7.36,15.36,13.62,6.71,5.97,20.42,19.03,7.82,8.06,12.12,10.78,3.3,3.75,23.91,23.97,4.8,5.63,14.73,19.34,4.74,5.17,13.85,12.38,3.68,3.57,7.64,7.22,2.89,3.15,4.64,2.12,2.98,1.7,17.64,16.88,4.3,4.06,0.37,0.32,0.53,0.57,0.39,0.29,0.38,0.32
85,2012_1124_1235,0.5,2012,1124,1235,26,22,26.09,24.88,4.59,3.29,56.0,55.41,5.36,6.54,6.73,8.88,2.91,3.02,17.85,23.38,4.41,5.44,15.36,14.56,6.71,5.25,20.42,21.44,7.82,8.09,12.12,10.84,3.3,3.33,23.91,25.88,4.8,4.54,14.73,14.59,4.74,4.04,13.85,12.53,3.68,2.93,7.64,5.88,2.89,2.06,4.64,2.81,2.98,1.71,17.64,16.06,4.3,3.82,0.37,0.4,0.53,0.53,0.39,0.32,0.38,0.32
86,2012_1124_1242,0.5,2012,1124,1242,26,27,26.09,26.67,4.59,4.73,56.0,54.94,5.36,6.53,6.73,6.0,2.91,2.18,17.85,16.76,4.41,4.55,15.36,15.7,6.71,4.29,20.42,22.55,7.82,5.79,12.12,11.12,3.3,3.41,23.91,25.79,4.8,4.12,14.73,15.61,4.74,4.82,13.85,13.27,3.68,4.03,7.64,7.39,2.89,2.79,4.64,5.64,2.98,3.08,17.64,17.64,4.3,3.66,0.37,0.42,0.53,0.54,0.39,0.37,0.38,0.35
87,2012_1124_1243,0.5,2012,1124,1243,26,21,26.09,24.84,4.59,3.73,56.0,56.13,5.36,6.08,6.73,5.71,2.91,2.88,17.85,16.68,4.41,4.98,15.36,16.03,6.71,5.9,20.42,24.06,7.82,8.54,12.12,14.23,3.3,4.41,23.91,23.03,4.8,5.24,14.73,14.45,4.74,4.02,13.85,14.48,3.68,3.16,7.64,6.16,2.89,2.83,4.64,4.81,2.98,2.3,17.64,20.13,4.3,4.75,0.37,0.44,0.53,0.5,0.39,0.4,0.38,0.4
88,2012_1124_1246,0.5,2012,1124,1246,26,32,26.09,27.32,4.59,5.2,56.0,56.59,5.36,7.05,6.73,5.74,2.91,3.14,17.85,15.44,4.41,5.76,15.36,16.29,6.71,6.58,20.42,22.62,7.82,8.71,12.12,12.5,3.3,3.57,23.91,26.62,4.8,5.05,14.73,13.24,4.74,3.8,13.85,11.35,3.68,4.87,7.64,6.32,2.89,2.42,4.64,8.79,2.98,2.89,17.64,14.56,4.3,3.82,0.37,0.41,0.53,0.53,0.39,0.3,0.38,0.38
89,2012_1124_1249,0.5,2012,1124,1249,26,21,26.09,25.38,4.59,5.14,56.0,59.09,5.36,6.7,6.73,4.25,2.91,2.38,17.85,12.81,4.41,4.45,15.36,17.62,6.71,5.36,20.42,24.34,7.82,6.25,12.12,13.97,3.3,5.22,23.91,25.25,4.8,5.35,14.73,12.44,4.74,4.79,13.85,12.12,3.68,3.78,7.64,7.88,2.89,3.54,4.64,4.38,2.98,2.3,17.64,17.53,4.3,3.72,0.37,0.42,0.53,0.47,0.39,0.3,0.38,0.36
90,2012_1124_1250,0.5,2012,1124,1250,26,25,26.09,25.75,4.59,3.72,56.0,57.81,5.36,7.16,6.73,7.41,2.91,1.93,17.85,20.88,4.41,3.65,15.36,16.72,6.71,6.94,20.42,21.59,7.82,8.55,12.12,10.84,3.3,3.31,23.91,24.72,4.8,5.03,14.73,13.0,4.74,3.21,13.85,11.53,3.68,3.96,7.64,7.81,2.89,2.68,4.64,2.91,2.98,1.63,17.64,17.78,4.3,5.35,0.37,0.39,0.53,0.51,0.39,0.28,0.38,0.31
91,2012_1124_1253,0.5,2012,1124,1253,26,23,26.09,25.58,4.59,4.65,56.0,54.94,5.36,7.12,6.73,6.61,2.91,2.23,17.85,18.45,4.41,4.79,15.36,16.0,6.71,6.93,20.42,23.84,7.82,8.05,12.12,11.29,3.3,3.62,23.91,24.35,4.8,4.92,14.73,14.13,4.74,4.13,13.85,12.87,3.68,3.98,7.64,6.81,2.89,3.55,4.64,2.74,2.98,1.55,17.64,15.74,4.3,4.24,0.37,0.45,0.53,0.53,0.39,0.34,0.38,0.34
92,2012_1124_1254,0.5,2012,1124,1254,26,25,26.09,27.21,4.59,5.31,56.0,57.27,5.36,6.4,6.73,6.58,2.91,2.65,17.85,17.85,4.41,4.58,15.36,20.88,6.71,6.02,20.42,28.55,7.82,7.06,12.12,11.88,3.3,3.4,23.91,26.76,4.8,4.98,14.73,14.85,4.74,5.3,13.85,16.18,3.68,4.61,7.64,6.06,2.89,2.19,4.64,3.3,2.98,1.67,17.64,15.79,4.3,4.0,0.37,0.51,0.53,0.53,0.39,0.43,0.38,0.35
93,2012_1124_1257,0.5,2012,1124,1257,26,26,26.09,24.23,4.59,4.63,56.0,57.06,5.36,7.75,6.73,5.89,2.91,2.48,17.85,18.94,4.41,4.92,15.36,14.49,6.71,6.26,20.42,21.11,7.82,8.07,12.12,13.14,3.3,4.69,23.91,25.09,4.8,5.08,14.73,13.77,4.74,4.14,13.85,14.66,3.68,3.65,7.64,9.11,2.89,3.3,4.64,4.86,2.98,2.12,17.64,17.86,4.3,4.24,0.37,0.38,0.53,0.48,0.39,0.42,0.38,0.36
94,2012_1124_1259,0.5,2012,1124,1259,26,24,26.09,23.0,4.59,3.95,56.0,53.78,5.36,6.98,6.73,5.0,2.91,2.38,17.85,14.69,4.41,4.32,15.36,16.59,6.71,5.27,20.42,23.12,7.82,7.13,12.12,13.28,3.3,4.57,23.91,22.06,4.8,4.23,14.73,12.0,4.74,3.39,13.85,13.47,3.68,3.55,7.64,7.78,2.89,3.42,4.64,4.34,2.98,1.96,17.64,18.88,4.3,5.15,0.37,0.45,0.53,0.48,0.39,0.4,0.38,0.39
95,2012_1124_1266,0.5,2012,1124,1266,26,25,26.09,26.5,4.59,4.59,56.0,57.72,5.36,5.19,6.73,5.69,2.91,2.55,17.85,16.88,4.41,4.56,15.36,17.25,6.71,6.89,20.42,23.94,7.82,8.72,12.12,11.81,3.3,3.21,23.91,24.0,4.8,4.06,14.73,16.84,4.74,4.76,13.85,13.25,3.68,3.84,7.64,8.81,2.89,3.56,4.64,3.5,2.98,1.81,17.64,17.88,4.3,4.09,0.37,0.42,0.53,0.51,0.39,0.33,0.38,0.34
96,2012_1124_1272,0.5,2012,1124,1272,26,26,26.09,26.82,4.59,4.74,56.0,54.26,5.36,6.21,6.73,5.38,2.91,2.86,17.85,14.59,4.41,3.95,15.36,16.26,6.71,5.22,20.42,22.59,7.82,6.83,12.12,9.47,3.3,3.31,23.91,24.94,4.8,4.11,14.73,14.76,4.74,3.93,13.85,12.74,3.68,3.41,7.64,7.94,2.89,3.63,4.64,5.68,2.98,2.8,17.64,19.06,4.3,4.51,0.37,0.42,0.53,0.55,0.39,0.34,0.38,0.31
97,2012_1124_1276,0.5,2012,1124,1276,26,23,26.09,23.88,4.59,3.89,56.0,52.09,5.36,6.54,6.73,8.12,2.91,2.7,17.85,23.03,4.41,5.92,15.36,10.88,6.71,5.11,20.42,15.06,7.82,6.35,12.12,8.5,3.3,4.13,23.91,22.09,4.8,4.47,14.73,12.75,4.74,4.18,13.85,10.94,3.68,3.39,7.64,4.97,2.89,2.29,4.64,2.09,2.98,1.77,17.64,15.75,4.3,3.65,0.37,0.3,0.53,0.54,0.39,0.3,0.38,0.27
98,2012_1124_1277,0.5,2012,1124,1277,26,27,26.09,25.91,4.59,5.87,56.0,54.38,5.36,7.62,6.73,5.53,2.91,2.53,17.85,15.15,4.41,4.6,15.36,14.79,6.71,5.66,20.42,21.21,7.82,7.97,12.12,11.74,3.3,5.21,23.91,26.26,4.8,4.78,14.73,15.32,4.74,6.0,13.85,13.0,3.68,3.36,7.64,7.32,2.89,2.97,4.64,4.38,2.98,2.2,17.64,17.62,4.3,3.94,0.37,0.4,0.53,0.53,0.39,0.36,0.38,0.36
